type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2021-10-15 14:40:42,52.08304262,5.17694453,5,56.300,,0.000,60,14,17,,
T,2021-10-15 14:40:43,52.08304262,5.17694453,5,56.300,,0.000,60,13,17,,
T,2021-10-15 14:40:44,52.08304262,5.17694453,5,56.300,,0.000,60,12,19,,
T,2021-10-15 14:40:45,52.08304262,5.17694453,5,56.300,,0.000,60,14,18,,
T,2021-10-15 14:40:46,52.08304262,5.17694453,5,56.300,,0.000,60,14,19,,
T,2021-10-15 14:40:47,52.08304262,5.17694453,5,56.300,,0.000,60,13,18,,
T,2021-10-15 14:40:48,52.08304262,5.17694453,5,56.300,,0.000,60,13,18,,
T,2021-10-15 14:40:49,52.08304262,5.17694453,5,56.300,,0.000,60,14,18,,
T,2021-10-15 14:40:50,52.08304262,5.17694453,5,56.300,,0.000,60,13,17,,
T,2021-10-15 14:40:51,52.08304262,5.17694453,5,56.300,,0.000,60,13,17,,
T,2021-10-15 14:40:52,52.08304262,5.17694453,5,56.300,,0.000,60,15,18,,
T,2021-10-15 14:40:53,52.08304262,5.17694453,5,56.300,,0.000,60,15,17,,
T,2021-10-15 14:40:54,52.08304262,5.17694453,5,56.300,,0.000,60,15,18,,
T,2021-10-15 14:40:55,52.08304262,5.17694453,5,56.300,,0.000,60,13,17,,
T,2021-10-15 14:40:56,52.08304262,5.17694453,5,56.300,,0.000,60,14,16,,
T,2021-10-15 14:40:57,52.08304262,5.17694453,5,56.300,,0.000,60,13,16,,
T,2021-10-15 14:40:58,52.08304262,5.17694453,5,56.300,,0.000,60,14,16,,
T,2021-10-15 14:40:59,52.08304262,5.17694453,5,56.300,,0.000,60,14,16,,
T,2021-10-15 14:41:00,52.08304262,5.17694453,5,56.300,,0.000,60,15,17,,
T,2021-10-15 14:41:01,52.08304262,5.17694453,5,56.300,,0.000,60,15,18,,
T,2021-10-15 14:41:02,52.08304262,5.17694453,5,56.300,,0.000,60,14,18,,
T,2021-10-15 14:41:03,52.08304262,5.17694453,5,56.300,,0.000,60,14,17,,
T,2021-10-15 14:41:04,52.08304262,5.17694453,5,56.300,,0.000,60,13,18,,
T,2021-10-15 14:41:05,52.08304262,5.17694453,5,56.300,,0.000,60,14,19,,
T,2021-10-15 14:41:06,52.08304262,5.17694453,5,56.300,,0.000,60,14,19,,
T,2021-10-15 14:41:07,52.08304262,5.17694453,5,56.300,,0.000,60,15,19,,
T,2021-10-15 14:41:08,52.08304262,5.17694453,5,56.300,,0.000,60,15,19,,
T,2021-10-15 14:41:09,52.08304262,5.17694453,5,56.300,,0.000,60,15,19,,
T,2021-10-15 14:41:10,52.08304262,5.17694453,5,56.300,,0.000,60,15,19,,
T,2021-10-15 14:41:11,52.08304262,5.17694453,5,56.300,,0.000,60,15,19,,
T,2021-10-15 14:41:12,52.08304262,5.17694453,5,56.300,,0.000,60,14,19,,
T,2021-10-15 14:41:13,52.08304262,5.17694453,5,56.300,,0.000,60,14,18,,
T,2021-10-15 14:41:14,52.08304262,5.17694453,5,56.300,,0.062,60,15,18,,
T,2021-10-15 14:41:15,52.08304262,5.17694453,5,56.300,,0.125,60,15,19,,
T,2021-10-15 14:41:16,52.08304262,5.17694453,5,56.300,,0.062,60,14,19,,
T,2021-10-15 14:41:17,52.08304262,5.17694453,5,56.300,,0.000,60,16,19,,
T,2021-10-15 14:41:18,52.08304262,5.17694453,5,56.300,,0.000,60,16,19,,
T,2021-10-15 14:41:19,52.08303252,5.17701435,5,55.600,,0.875,72,16,19,,
T,2021-10-15 14:41:20,52.08303470,5.17702826,5,55.700,,0.875,78,15,19,,
T,2021-10-15 14:41:21,52.08303185,5.17704100,5,55.800,,0.875,83,13,18,,
T,2021-10-15 14:41:22,52.08303336,5.17705726,5,55.800,,1.000,86,13,18,,
T,2021-10-15 14:41:23,52.08303566,5.17707772,5,55.900,,1.312,81,14,18,,
T,2021-10-15 14:41:24,52.08304065,5.17710119,5,55.700,,1.375,82,16,19,,
T,2021-10-15 14:41:25,52.08304408,5.17712725,5,55.800,,1.562,85,15,19,,
T,2021-10-15 14:41:26,52.08304836,5.17714879,5,55.600,,1.438,89,16,19,,
T,2021-10-15 14:41:27,52.08305154,5.17716615,5,55.200,,1.188,88,15,19,,
T,2021-10-15 14:41:28,52.08305494,5.17719322,5,54.800,,1.375,91,15,19,,
T,2021-10-15 14:41:29,52.08306076,5.17721719,5,55.000,,1.375,84,16,19,,
T,2021-10-15 14:41:30,52.08306567,5.17723504,5,54.900,,1.250,85,16,19,,
T,2021-10-15 14:41:31,52.08307145,5.17725474,5,54.700,,1.312,87,16,19,,
T,2021-10-15 14:41:32,52.08307644,5.17728014,5,54.400,,1.688,88,15,19,,
T,2021-10-15 14:41:33,52.08308222,5.17730478,5,54.300,,1.688,86,16,19,,
T,2021-10-15 14:41:34,52.08308985,5.17732859,5,54.300,,1.750,82,16,19,,
T,2021-10-15 14:41:35,52.08309618,5.17734711,5,54.200,,1.562,81,16,19,,
T,2021-10-15 14:41:36,52.08309123,5.17736890,5,54.200,,1.438,79,16,19,,
T,2021-10-15 14:41:37,52.08309513,5.17738458,5,54.100,,1.188,76,16,19,,
T,2021-10-15 14:41:38,52.08309505,5.17740520,5,53.900,,1.250,75,16,19,,
T,2021-10-15 14:41:39,52.08310221,5.17742523,5,53.900,,1.375,76,16,19,,
T,2021-10-15 14:41:40,52.08309190,5.17745197,5,53.900,,1.500,85,16,19,,
T,2021-10-15 14:41:41,52.08309287,5.17747317,5,53.900,,1.250,86,16,19,,
T,2021-10-15 14:41:42,52.08308490,5.17749170,5,54.000,,1.125,94,16,19,,
T,2021-10-15 14:41:43,52.08308411,5.17749857,5,53.700,,0.500,103,16,19,,
T,2021-10-15 14:41:44,52.08308231,5.17750159,5,53.300,,0.062,105,15,19,,
T,2021-10-15 14:41:45,52.08308323,5.17750176,5,52.800,,0.125,106,15,19,,
T,2021-10-15 14:41:46,52.08308323,5.17750176,5,52.800,,0.000,105,16,19,,
T,2021-10-15 14:41:47,52.08308323,5.17750176,5,52.800,,0.000,105,15,19,,
T,2021-10-15 14:41:48,52.08308323,5.17750176,5,52.800,,0.000,104,16,19,,
T,2021-10-15 14:41:49,52.08308323,5.17750176,5,52.800,,0.000,104,14,19,,
T,2021-10-15 14:41:50,52.08308323,5.17750176,5,52.800,,0.000,104,14,19,,
T,2021-10-15 14:41:51,52.08308323,5.17750176,5,52.800,,0.000,103,14,19,,
T,2021-10-15 14:41:52,52.08308323,5.17750176,5,52.800,,0.000,103,14,19,,
T,2021-10-15 14:41:53,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:41:54,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:41:55,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:41:56,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:41:57,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:41:58,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:41:59,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:00,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:01,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:02,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:03,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:04,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:05,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:06,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:07,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:08,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:09,52.08308323,5.17750176,5,52.800,,0.000,103,15,17,,
T,2021-10-15 14:42:10,52.08308323,5.17750176,5,52.800,,0.000,103,14,17,,
T,2021-10-15 14:42:11,52.08308323,5.17750176,5,52.800,,0.000,103,14,18,,
T,2021-10-15 14:42:12,52.08308323,5.17750176,5,52.800,,0.000,103,14,18,,
T,2021-10-15 14:42:13,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:14,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:15,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:16,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:17,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:18,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:19,52.08308323,5.17750176,5,52.800,,0.000,103,14,18,,
T,2021-10-15 14:42:20,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:21,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:22,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:23,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:24,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:25,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:26,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:27,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:28,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:29,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:30,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:31,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:32,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:33,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:34,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:42:35,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:36,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:37,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:38,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:39,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:40,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:41,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:42,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:43,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:44,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:45,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:46,52.08308323,5.17750176,5,52.800,,0.000,103,16,18,,
T,2021-10-15 14:42:47,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:48,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:49,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:50,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:51,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:52,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:42:53,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:54,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:55,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:56,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:57,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:42:58,52.08308323,5.17750176,5,52.800,,0.000,103,14,19,,
T,2021-10-15 14:42:59,52.08308323,5.17750176,5,52.800,,0.000,103,14,19,,
T,2021-10-15 14:43:00,52.08308323,5.17750176,5,52.800,,0.000,103,14,18,,
T,2021-10-15 14:43:01,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:02,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:43:03,52.08308323,5.17750176,5,52.800,,0.000,103,15,18,,
T,2021-10-15 14:43:04,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:05,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:06,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:07,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:08,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:09,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:10,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:11,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:12,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:13,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:14,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:15,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:16,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:17,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:18,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:19,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:20,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:21,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:22,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:23,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:24,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:25,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:26,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:27,52.08308323,5.17750176,5,52.800,,0.062,103,16,19,,
T,2021-10-15 14:43:28,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:29,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:30,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:31,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:32,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:33,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:34,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:35,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:36,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:37,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:38,52.08308323,5.17750176,5,52.800,,0.062,103,16,19,,
T,2021-10-15 14:43:39,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:40,52.08308323,5.17750176,5,52.800,,0.062,103,15,19,,
T,2021-10-15 14:43:41,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:42,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:43,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:44,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:45,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:46,52.08308323,5.17750176,5,52.800,,0.000,103,15,19,,
T,2021-10-15 14:43:47,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:48,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:49,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:50,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:51,52.08308323,5.17750176,5,52.800,,0.000,103,16,19,,
T,2021-10-15 14:43:52,52.08308323,5.17750176,5,52.800,,0.188,103,15,18,,
T,2021-10-15 14:43:53,52.08306852,5.17746865,5,51.500,,1.000,123,16,18,,
T,2021-10-15 14:43:54,52.08306466,5.17745432,5,51.400,,1.000,136,16,18,,
T,2021-10-15 14:43:55,52.08306693,5.17743730,5,51.200,,1.000,151,16,19,,
T,2021-10-15 14:43:56,52.08306713,5.17741484,5,51.000,,1.375,178,16,19,,
T,2021-10-15 14:43:57,52.08306890,5.17739221,5,51.000,,1.312,210,16,19,,
T,2021-10-15 14:43:58,52.08306856,5.17736865,5,50.900,,1.438,235,16,19,,
T,2021-10-15 14:43:59,52.08306491,5.17734661,5,50.800,,1.438,251,16,19,,
T,2021-10-15 14:44:00,52.08306097,5.17732523,5,50.900,,1.438,262,16,19,,
T,2021-10-15 14:44:01,52.08305737,5.17730403,5,50.900,,1.312,270,16,19,,
T,2021-10-15 14:44:02,52.08305833,5.17728257,5,50.900,,1.312,274,16,19,,
T,2021-10-15 14:44:03,52.08306022,5.17726623,5,50.900,,0.938,279,15,19,,
T,2021-10-15 14:44:04,52.08306479,5.17726145,5,50.900,,0.250,289,15,19,,
T,2021-10-15 14:44:05,52.08307145,5.17724209,5,50.800,,1.125,291,14,19,,
T,2021-10-15 14:44:06,52.08307149,5.17722038,5,50.800,,1.375,293,13,17,,
T,2021-10-15 14:44:07,52.08306663,5.17719951,5,50.500,,1.375,291,15,18,,
T,2021-10-15 14:44:08,52.08306240,5.17719649,5,50.700,,0.625,293,16,19,,
T,2021-10-15 14:44:09,52.08306336,5.17719221,5,50.600,,0.500,295,15,19,,
T,2021-10-15 14:44:10,52.08306563,5.17717914,5,50.700,,0.812,288,15,19,,
T,2021-10-15 14:44:11,52.08307405,5.17716958,5,51.100,,0.688,282,15,19,,
T,2021-10-15 14:44:12,52.08308331,5.17714217,5,50.900,,1.438,278,14,19,,
T,2021-10-15 14:44:13,52.08308792,5.17712013,5,50.900,,1.312,285,15,19,,
T,2021-10-15 14:44:14,52.08308306,5.17711409,5,50.900,,0.625,284,16,19,,
T,2021-10-15 14:44:15,52.08308993,5.17711300,5,50.700,,0.250,287,12,19,,
T,2021-10-15 14:44:16,52.08309840,5.17711954,5,50.300,,0.062,287,11,17,,
T,2021-10-15 14:44:17,52.08309840,5.17711954,5,50.300,,0.000,286,11,17,,
T,2021-10-15 14:44:18,52.08309840,5.17711954,5,50.300,,0.000,285,11,17,,
T,2021-10-15 14:44:19,52.08309840,5.17711954,5,50.300,,0.000,285,13,18,,
T,2021-10-15 14:44:20,52.08309840,5.17711954,5,50.300,,0.000,284,13,18,,
T,2021-10-15 14:44:21,52.08309840,5.17711954,5,50.300,,0.000,284,13,18,,
T,2021-10-15 14:44:22,52.08309840,5.17711954,5,50.300,,0.000,284,14,18,,
T,2021-10-15 14:44:23,52.08309840,5.17711954,5,50.300,,0.000,284,14,18,,
T,2021-10-15 14:44:24,52.08309840,5.17711954,5,50.300,,0.000,284,14,18,,
T,2021-10-15 14:44:25,52.08309840,5.17711954,5,50.300,,0.000,284,15,18,,
T,2021-10-15 14:44:26,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:44:27,52.08309840,5.17711954,5,50.300,,0.000,283,15,17,,
T,2021-10-15 14:44:28,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:29,52.08309840,5.17711954,5,50.300,,0.000,283,12,17,,
T,2021-10-15 14:44:30,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:31,52.08309840,5.17711954,5,50.300,,0.000,283,14,15,,
T,2021-10-15 14:44:32,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:44:33,52.08309840,5.17711954,5,50.300,,0.000,283,15,16,,
T,2021-10-15 14:44:34,52.08309840,5.17711954,5,50.300,,0.000,283,16,17,,
T,2021-10-15 14:44:35,52.08309840,5.17711954,5,50.300,,0.000,283,15,18,,
T,2021-10-15 14:44:36,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:37,52.08309840,5.17711954,5,50.300,,0.000,283,16,18,,
T,2021-10-15 14:44:38,52.08309840,5.17711954,5,50.300,,0.000,283,15,18,,
T,2021-10-15 14:44:39,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:40,52.08309840,5.17711954,5,50.300,,0.000,283,15,18,,
T,2021-10-15 14:44:41,52.08309840,5.17711954,5,50.300,,0.000,283,14,18,,
T,2021-10-15 14:44:42,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:43,52.08309840,5.17711954,5,50.300,,0.000,283,15,18,,
T,2021-10-15 14:44:44,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:44:45,52.08309840,5.17711954,5,50.300,,0.000,283,13,15,,
T,2021-10-15 14:44:46,52.08309840,5.17711954,5,50.300,,0.000,283,14,15,,
T,2021-10-15 14:44:47,52.08309840,5.17711954,5,50.300,,0.000,283,13,15,,
T,2021-10-15 14:44:48,52.08309840,5.17711954,5,50.300,,0.000,283,13,15,,
T,2021-10-15 14:44:49,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:44:50,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:44:51,52.08309840,5.17711954,5,50.300,,0.000,283,13,15,,
T,2021-10-15 14:44:52,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:44:53,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:44:54,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:44:55,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:44:56,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:44:57,52.08309840,5.17711954,5,50.300,,0.000,283,12,16,,
T,2021-10-15 14:44:58,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:44:59,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:45:00,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:45:01,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:45:02,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:45:03,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:45:04,52.08309840,5.17711954,5,50.300,,0.000,283,15,17,,
T,2021-10-15 14:45:05,52.08309840,5.17711954,5,50.300,,0.000,283,15,17,,
T,2021-10-15 14:45:06,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:45:07,52.08309840,5.17711954,5,50.300,,0.125,283,14,17,,
T,2021-10-15 14:45:08,52.08309840,5.17711954,5,50.300,,0.062,283,14,17,,
T,2021-10-15 14:45:09,52.08309840,5.17711954,5,50.300,,0.000,283,12,17,,
T,2021-10-15 14:45:10,52.08309840,5.17711954,5,50.300,,0.000,283,8,17,,
T,2021-10-15 14:45:11,52.08309840,5.17711954,5,50.300,,0.000,283,11,16,,
T,2021-10-15 14:45:12,52.08309840,5.17711954,5,50.300,,0.000,283,12,16,,
T,2021-10-15 14:45:13,52.08309840,5.17711954,5,50.300,,0.000,283,10,16,,
T,2021-10-15 14:45:14,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:15,52.08309840,5.17711954,5,50.300,,0.000,283,12,16,,
T,2021-10-15 14:45:16,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:17,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:45:18,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:19,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:20,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:45:21,52.08309840,5.17711954,5,50.300,,0.000,283,12,16,,
T,2021-10-15 14:45:22,52.08309840,5.17711954,5,50.300,,0.000,283,13,15,,
T,2021-10-15 14:45:23,52.08309840,5.17711954,5,50.300,,0.000,283,12,15,,
T,2021-10-15 14:45:24,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:45:25,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:26,52.08309840,5.17711954,5,50.300,,0.000,283,15,16,,
T,2021-10-15 14:45:27,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:45:28,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:29,52.08309840,5.17711954,5,50.300,,0.000,283,14,16,,
T,2021-10-15 14:45:30,52.08309840,5.17711954,5,50.300,,0.000,283,14,17,,
T,2021-10-15 14:45:31,52.08309840,5.17711954,5,50.300,,0.000,283,13,17,,
T,2021-10-15 14:45:32,52.08309840,5.17711954,5,50.300,,0.000,283,12,15,,
T,2021-10-15 14:45:33,52.08309840,5.17711954,5,50.300,,0.000,283,13,16,,
T,2021-10-15 14:45:34,52.08309840,5.17711954,5,50.300,,0.000,283,11,17,,
T,2021-10-15 14:45:35,52.08309840,5.17711954,5,50.300,,0.062,283,9,16,,
T,2021-10-15 14:45:36,52.08309840,5.17711954,5,50.300,,0.000,283,8,14,,
T,2021-10-15 14:45:37,52.08309840,5.17711954,5,50.300,,0.000,283,9,16,,
T,2021-10-15 14:45:38,52.08309840,5.17711954,5,50.300,,0.062,283,10,16,,
T,2021-10-15 14:45:39,52.08309840,5.17711954,5,50.300,,0.062,283,13,17,,
T,2021-10-15 14:45:40,52.08309840,5.17711954,5,50.300,,0.000,283,11,17,,
T,2021-10-15 14:45:41,52.08309840,5.17711954,5,50.300,,0.000,283,10,16,,
T,2021-10-15 14:45:42,52.08309840,5.17711954,5,50.300,,0.125,283,12,17,,
T,2021-10-15 14:45:43,52.08309840,5.17711954,5,50.300,,0.000,283,11,17,,
